1519130090,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519130090,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is yk6uckt9dimtob6k46znl6z2ofa7eo.",,,,X,1,1,,,100
1519130091,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519130092,request_app_access_token,"Access token returned. Requesting function was installation + establish_application_token() and the token is eca7lnyqmmkna88105g5l598y7ekxr.",,,,X,1,1,,,100
1519130092,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519130093,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is vqkgdwz2is5jruxqg3j6fgognl2os5.",,,,X,1,1,,,100
1519130093,cURL_post,"TwitchPress HTTPDStatus: 400 - Request Not Valid. Something is wrong with the request due to an apparent client error e.g. malformed request syntax, size too large, invalid request message framing, or deceptive request routing.",,,,X,1,1,,,100
1519130093,request_user_access_token,"No access token returned: Requesting function is establish_user_token()",,,,X,1,1,,,100
1519130094,cURL_get,"TwitchPress HTTPDStatus: 401 - The OAuth token does not have the correct scope or does not have the required permission on behalf of the specified user.",,,,X,1,1,,,100
1519130094,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519130095,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is fxc8k3dv5vfcak20c162wqmyejctwh.",,,,X,1,1,,,100
1519130095,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519130096,request_app_access_token,"Access token returned. Requesting function was app_status + establish_application_token() and the token is p1hdpyor4rsy8b9go19v47niav1vwp.",,,,X,1,1,,,100
1519130096,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519130097,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is 8a7s72g3oewmf25k9lzvau8mts2v42.",,,,X,1,1,,,100
1519168528,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168529,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is 11p3nkl6etyg3jfhwxomw7n5jv36h6.",,,,X,1,1,,,100
1519168530,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168530,request_app_access_token,"Access token returned. Requesting function was installation + establish_application_token() and the token is ccfwszsckc0rfn7hyjrj0hnkor5g43.",,,,X,1,1,,,100
1519168531,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168531,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is txkh8zh838wfbu5tnwf5x0d69cgf5i.",,,,X,1,1,,,100
1519168532,cURL_post,"TwitchPress HTTPDStatus: 400 - Request Not Valid. Something is wrong with the request due to an apparent client error e.g. malformed request syntax, size too large, invalid request message framing, or deceptive request routing.",,,,X,1,1,,,100
1519168532,request_user_access_token,"No access token returned: Requesting function is establish_user_token()",,,,X,1,1,,,100
1519168532,cURL_get,"TwitchPress HTTPDStatus: 401 - The OAuth token does not have the correct scope or does not have the required permission on behalf of the specified user.",,,,X,1,1,,,100
1519168532,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168533,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is odn70s1624guk2ys6z4ipzvgg839yi.",,,,X,1,1,,,100
1519168533,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168534,request_app_access_token,"Access token returned. Requesting function was app_status + establish_application_token() and the token is q3nxi23524gsmyqnf8fufuaxv0geq5.",,,,X,1,1,,,100
1519168534,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168535,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is cxfr2auyevt03ukok0957y43j14vwx.",,,,X,1,1,,,100
1519168543,check_application_token,"Invalid app token",,,,X,1,1,,,100
1519168544,request_app_access_token,"Access token returned. Requesting function was set_application_credentials + establish_application_token() and the token is 3ndr58v12yb4pudttoxpybx9qwp2ub.",,,,X,1,1,,,100
1519168544,twitchpressscopenotpermittedbyuser,"TwitchPress requires visitor scope: channel_check_subscription for function getUserSubscription()",,,,X,1,1,,,100,
